	roll	pitch	yaw	gx	gy	gz	ax	ay	az		diff x	diff y	diff z			
277	-0.3	0.5	29.2	-8.33	-5.47	999.95	-7.81	-4.64	1005.15		0.52	0.83	5.2			
278	-0.3	0.5	29.2	-8.27	-5.4	999.95	-5.62	-10.74	1008.32		2.65	-5.34	8.37			
279	-0.3	0.5	29.2	-8.27	-5.4	999.95	-5.62	-10.74	1008.32		2.65	-5.34	8.37			
280	-0.3	0.5	29.2	-8.27	-5.4	999.95	-15.14	-11.96	1008.08		-6.87	-6.56	8.13			
281	-0.3	0.5	29.2	-8.19	-5.43	999.95	-6.35	-5.37	999.78		1.84	0.06	-0.17			
282	-0.3	0.5	29.2	-8.09	-5.41	999.95	-6.35	-5.37	999.78		1.74	0.04	-0.17			
283	-0.3	0.5	29.2	-8.09	-5.41	999.95	-11.96	-4.39	1000.26		-3.87	1.02	0.31			
284	-0.3	0.5	29.2	-8.1	-5.39	999.95	-6.1	-5.13	1007.83		2	0.26	7.88			
285	-0.3	0.5	29.2	-8.1	-5.39	999.95	-6.1	-5.13	1007.83		2	0.26	7.88			
286	-0.3	0.5	29.2	-8.11	-5.48	999.95	-5.62	-9.77	1003.68		2.49	-4.29	3.73			
287	-0.3	0.5	29.2	-8.11	-5.48	999.95	-5.62	-9.77	1003.68		2.49	-4.29	3.73			
288	-0.3	0.5	29.2	-8.1	-5.45	999.95	-8.06	-10.99	1001.24		0.04	-5.54	1.29			
289	-0.3	0.5	29.2	-8.01	-5.61	999.95	-6.35	0.24	1002.46		1.66	5.85	2.51			
290	-0.3	0.5	29.2	-8.01	-5.61	999.95	-6.35	0.24	1002.46		1.66	5.85	2.51			
291	-0.3	0.5	29.2	-8.01	-5.61	999.95	-8.79	-4.88	1001.97		-0.78	0.73	2.02			
292	-0.3	0.5	29.2	-8.06	-5.59	999.95	-11.23	-5.13	1007.83		-3.17	0.46	7.88			
293	-0.3	0.5	29.2	-8.06	-5.59	999.95	-11.23	-5.13	1007.83		-3.17	0.46	7.88			
294	-0.3	0.5	29.2	-8.04	-5.74	999.95	-7.81	-4.39	1002.71		0.23	1.35	2.76			
295	-0.3	0.5	29.2	-7.97	-5.63	999.95	-5.37	1.22	1007.34		2.6	6.85	7.39			
296	-0.3	0.5	29.2	-7.97	-5.63	999.95	-5.37	1.22	1007.34		2.6	6.85	7.39			
297	-0.3	0.5	29.2	-7.96	-5.58	999.95	-6.59	-5.13	1006.37		1.37	0.45	6.42			
298	-0.3	0.5	29.2	-7.96	-5.58	999.95	-6.59	-5.13	1006.37		1.37	0.45	6.42			
299	-0.3	0.5	29.2	-7.96	-5.58	999.95	-2.93	-6.35	1007.1		5.03	-0.77	7.15			
300	-0.3	0.5	29.2	-7.97	-5.55	999.95	-6.1	-3.91	1004.17		1.87	1.64	4.22			
301	-0.3	0.5	29.2	-7.89	-5.48	999.95	-6.1	-3.91	1004.17		1.79	1.57	4.22			
302	-0.3	0.5	29.2	-7.89	-5.48	999.95	-8.06	-1.71	997.82		-0.17	3.77	-2.13			
303	-0.3	0.4	29.2	-7.76	-5.54	999.95	-15.14	-8.79	1000.02		-7.38	-3.25	0.07			
304	-0.3	0.4	29.2	-7.76	-5.54	999.95	-15.14	-8.79	1000.02		-7.38	-3.25	0.07			
305	-0.3	0.4	29.2	-7.75	-5.51	999.95	-11.72	0.98	1006.61		-3.97	6.49	6.66			
306	-0.3	0.4	29.3	-7.77	-5.51	999.95	-11.72	0.98	1006.61		-3.95	6.49	6.66			
307	-0.3	0.4	29.3	-7.77	-5.51	999.95	-8.06	-5.62	1000.02		-0.29	-0.11	0.07			
308	-0.3	0.4	29.3	-7.75	-5.5	999.95	-4.39	-5.86	1002.71		3.36	-0.36	2.76			
309	-0.3	0.4	29.3	-7.75	-5.5	999.95	-4.39	-5.86	1002.71		3.36	-0.36	2.76			
310	-0.3	0.4	29.3	-7.75	-5.5	999.95	-8.79	-7.08	997.33		-1.04	-1.58	-2.62			
311	-0.3	0.4	29.2	-7.81	-5.55	999.95	-10.01	-10.01	1005.15		-2.2	-4.46	5.2			
312	-0.3	0.4	29.2	-7.82	-5.57	999.95	-10.01	-10.01	1005.15		-2.19	-4.44	5.2			
313	-0.3	0.5	29.2	-7.97	-5.4	999.95	-7.57	-4.88	1003.19		0.4	0.52	3.24			
314	-0.3	0.5	29.2	-7.97	-5.4	999.95	-7.57	-4.88	1003.19		0.4	0.52	3.24			
315	-0.3	0.5	29.2	-7.97	-5.4	999.95	-11.72	-3.42	1005.63		-3.75	1.98	5.68			
316	-0.3	0.5	29.2	-8.01	-5.4	999.95	-10.25	-1.22	1008.08		-2.24	4.18	8.13			
317	-0.3	0.5	29.2	-8.01	-5.4	999.95	-10.25	-1.22	1008.08		-2.24	4.18	8.13			
318	-0.3	0.5	29.3	-7.99	-5.23	999.95	-11.96	-6.35	1001.73		-3.97	-1.12	1.78			
319	-0.3	0.5	29.3	-7.95	-5.3	999.95	-4.88	-4.39	1003.44		3.07	0.91	3.49			
320	-0.3	0.5	29.3	-7.95	-5.3	999.95	-4.88	-4.39	1003.44		3.07	0.91	3.49			
321	-0.3	0.5	29.2	-7.89	-5.22	999.96	-9.28	-4.64	1005.15		-1.39	0.58	5.19			
322	-0.3	0.5	29.2	-7.89	-5.22	999.96	-9.28	-4.64	1005.15		-1.39	0.58	5.19			
323	-0.3	0.5	29.2	-7.89	-5.22	999.96	-9.52	-11.23	1005.39		-1.63	-6.01	5.43			
324	-0.3	0.5	29.3	-7.93	-5.22	999.95	-10.5	-5.37	1001.97		-2.57	-0.15	2.02			
325	-0.3	0.4	29.3	-7.85	-5.06	999.96	-10.5	-5.37	1001.97		-2.65	-0.31	2.01			
326	-0.3	0.4	29.3	-7.85	-5.06	999.96	-9.52	-5.37	1001.24		-1.67	-0.31	1.28			
327	-0.3	0.5	29.3	-7.86	-5.07	999.96	-12.45	-8.54	1006.12		-4.59	-3.47	6.16			
328	-0.3	0.5	29.3	-7.86	-5.07	999.96	-12.45	-8.54	1006.12		-4.59	-3.47	6.16			
329	-0.3	0.5	29.3	-7.88	-5.07	999.96	-7.32	-9.03	1001.73		0.56	-3.96	1.77			
330	-0.3	0.4	29.3	-7.83	-5.07	999.96	-7.32	-9.03	1001.73		0.51	-3.96	1.77			
331	-0.3	0.4	29.3	-7.83	-5.07	999.96	-6.1	-0.24	1003.19		1.73	4.83	3.23			
332	-0.3	0.4	29.3	-7.84	-5.08	999.96	-10.01	-3.91	1008.81		-2.17	1.17	8.85			
333	-0.3	0.4	29.3	-7.84	-5.08	999.96	-10.01	-3.91	1008.81		-2.17	1.17	8.85			
334	-0.3	0.4	29.3	-7.84	-5.08	999.96	-7.32	-5.13	1005.63		0.52	-0.05	5.67			
335	-0.3	0.4	29.3	-7.83	-5.07	999.96	-9.52	-1.22	1003.44		-1.69	3.85	3.48			
336	-0.3	0.4	29.3	-7.82	-5.22	999.96	-9.52	-1.22	1003.44		-1.7	4	3.48			
337	-0.3	0.4	29.3	-7.82	-5.13	999.96	-9.77	-6.84	1007.34		-1.95	-1.71	7.38			
338	-0.3	0.4	29.3	-7.82	-5.13	999.96	-9.77	-6.84	1007.34		-1.95	-1.71	7.38			
339	-0.3	0.4	29.3	-7.82	-5.13	999.96	-5.86	-1.95	1001.24		1.96	3.18	1.28			
340	-0.3	0.5	29.3	-7.99	-5.23	999.95	-4.39	-2.44	1001.48		3.6	2.79	1.53			
341	-0.3	0.5	29.3	-7.99	-5.23	999.95	-4.39	-2.44	1001.48		3.6	2.79	1.53			
342	-0.3	0.5	29.3	-7.92	-5.2	999.96	-9.28	-2.2	1001.48		-1.36	3	1.52			
343	-0.3	0.5	29.3	-7.98	-5.19	999.95	-11.47	-7.08	1000.26		-3.49	-1.89	0.31			
344	-0.3	0.5	29.3	-7.98	-5.19	999.95	-11.47	-7.08	1000.26		-3.49	-1.89	0.31			
345	-0.3	0.5	29.2	-8.14	-5.11	999.95	-10.25	-8.54	1002.95		-2.11	-3.43	3			
346	-0.3	0.5	29.2	-8.14	-5.11	999.95	-10.25	-8.54	1002.95		-2.11	-3.43	3			
347	-0.3	0.5	29.2	-8.14	-5.11	999.95	-6.35	-4.64	1005.39		1.79	0.47	5.44			
348	-0.3	0.5	29.2	-8.17	-5.17	999.95	-18.55	-7.57	1000.51		-10.38	-2.4	0.56			
349	-0.3	0.5	29.2	-8.15	-5.2	999.95	-18.55	-7.57	1000.51		-10.4	-2.37	0.56			
350	-0.3	0.5	29.2	-8.15	-5.2	999.95	-9.77	-9.03	1004.41		-1.62	-3.83	4.46			
351	-0.3	0.5	29.2	-8.17	-5.33	999.95	-12.94	-7.32	1001.97		-4.77	-1.99	2.02			
352	-0.3	0.5	29.2	-8.17	-5.33	999.95	-12.94	-7.32	1001.97		-4.77	-1.99	2.02			
353	-0.3	0.5	29.2	-8.19	-5.37	999.95	-9.52	-2.2	1000.51		-1.33	3.17	0.56			
354	-0.3	0.5	29.2	-8.26	-5.39	999.95	-9.52	-2.2	1000.51		-1.26	3.19	0.56			
355	-0.3	0.5	29.2	-8.26	-5.39	999.95	-10.5	-5.62	1001.24		-2.24	-0.23	1.29			
356	-0.3	0.5	29.3	-8.34	-5.46	999.95	-9.03	-5.62	1002.95		-0.69	-0.16	3			
357	-0.3	0.5	29.3	-8.34	-5.46	999.95	-9.03	-5.62	1002.95		-0.69	-0.16	3			
358	-0.3	0.5	29.3	-8.34	-5.46	999.95	-7.32	-1.95	1003.68		1.02	3.51	3.73			
359	-0.3	0.5	29.3	-8.48	-5.42	999.95	-8.79	0.73	1004.17		-0.31	6.15	4.22			
360	-0.3	0.5	29.3	-8.48	-5.59	999.95	-8.79	0.73	1004.17		-0.31	6.32	4.22			
361	-0.3	0.5	29.3	-8.52	-5.52	999.95	-7.81	-1.71	1004.41		0.71	3.81	4.46			
362	-0.3	0.5	29.3	-8.52	-5.52	999.95	-7.81	-1.71	1004.41		0.71	3.81	4.46			
363	-0.3	0.5	29.3	-8.52	-5.52	999.95	-5.62	-2.69	1006.61		2.9	2.83	6.66			
364	-0.3	0.5	29.3	-8.4	-5.49	999.95	-10.99	-10.01	1006.12		-2.59	-4.52	6.17			
365	-0.3	0.5	29.3	-8.4	-5.49	999.95	-10.99	-10.01	1006.12		-2.59	-4.52	6.17			
366	-0.3	0.5	29.3	-8.48	-5.43	999.95	-5.86	-8.79	1002.46		2.62	-3.36	2.51			
367	-0.3	0.5	29.3	-8.48	-5.46	999.95	-8.79	-5.13	1004.66		-0.31	0.33	4.71			
368	-0.3	0.5	29.3	-8.48	-5.46	999.95	-8.79	-5.13	1004.66		-0.31	0.33	4.71			
369	-0.3	0.5	29.2	-8.37	-5.54	999.95	-4.64	-2.93	1002.95		3.73	2.61	3			
370	-0.3	0.5	29.2	-8.37	-5.54	999.95	-4.64	-2.93	1002.95		3.73	2.61	3			
371	-0.3	0.5	29.2	-8.37	-5.54	999.95	-16.85	-5.86	1005.15		-8.48	-0.32	5.2			
372	-0.3	0.5	29.3	-8.27	-5.64	999.95	-5.13	-1.95	1004.41		3.14	3.69	4.46			
373	-0.3	0.5	29.3	-8.28	-5.62	999.95	-5.13	-1.95	1004.41		3.15	3.67	4.46			
374	-0.3	0.5	29.3	-8.28	-5.62	999.95	-10.74	-3.17	1002.46		-2.46	2.45	2.51			
375	-0.3	0.5	29.3	-8.34	-5.72	999.95	-8.79	-10.01	1004.66		-0.45	-4.29	4.71			
376	-0.3	0.5	29.3	-8.34	-5.72	999.95	-8.79	-10.01	1004.66		-0.45	-4.29	4.71			
377	-0.3	0.5	29.3	-8.36	-5.67	999.95	-7.08	-4.39	1003.68		1.28	1.28	3.73			
378	-0.3	0.5	29.2	-8.38	-5.65	999.95	-7.08	-4.39	1003.68		1.3	1.26	3.73			
379	-0.3	0.5	29.2	-8.38	-5.65	999.95	-16.85	-1.71	1005.15		-8.47	3.94	5.2			
380	-0.3	0.5	29.3	-8.39	-5.67	999.95	-8.06	-8.54	1002.95		0.33	-2.87	3			
381	-0.3	0.5	29.3	-8.39	-5.67	999.95	-8.06	-8.54	1002.95		0.33	-2.87	3			
382	-0.3	0.5	29.3	-8.39	-5.67	999.95	-6.35	-6.59	1004.17		2.04	-0.92	4.22			
383	-0.3	0.5	29.3	-8.42	-5.63	999.95	-10.74	-0.73	1001.24		-2.32	4.9	1.29			
384	-0.3	0.5	29.3	-8.5	-5.46	999.95	-10.74	-0.73	1001.24		-2.24	4.73	1.29			
385	-0.3	0.5	29.3	-8.42	-5.6	999.95	-5.86	-7.81	1003.44		2.56	-2.21	3.49			
386	-0.3	0.5	29.3	-8.42	-5.6	999.95	-5.86	-7.81	1003.44		2.56	-2.21	3.49			
387	-0.3	0.5	29.3	-8.42	-5.6	999.95	-9.28	-6.35	1003.44		-0.86	-0.75	3.49			
388	-0.3	0.5	29.3	-8.26	-5.5	999.95	-10.99	-0.73	1009.79		-2.73	4.77	9.84			
389	-0.3	0.5	29.3	-8.26	-5.5	999.95	-10.99	-0.73	1009.79		-2.73	4.77	9.84			
390	-0.3	0.5	29.3	-8.39	-5.55	999.95	-10.25	-4.88	1006.12		-1.86	0.67	6.17			
391	-0.3	0.5	29.3	-8.41	-5.55	999.95	-8.79	0	1001.48		-0.38	5.55	1.53			
392	-0.3	0.5	29.3	-8.41	-5.55	999.95	-8.79	0	1001.48		-0.38	5.55	1.53			
393	-0.3	0.5	29.3	-8.41	-5.55	999.95	-5.13	-0.73	1002.71		3.28	4.82	2.76			
394	-0.3	0.5	29.3	-8.42	-5.54	999.95	-9.03	-6.84	1003.44		-0.61	-1.3	3.49			
395	-0.3	0.5	29.3	-8.42	-5.54	999.95	-9.03	-6.84	1003.44		-0.61	-1.3	3.49			
396	-0.3	0.5	29.2	-8.35	-5.67	999.95	-15.38	-7.32	1011.49		-7.03	-1.65	11.54			
397	-0.3	0.5	29.2	-8.41	-5.68	999.95	-15.38	-7.32	1011.49		-6.97	-1.64	11.54			
398	-0.3	0.5	29.2	-8.41	-5.68	999.95	-6.35	-13.92	1003.93		2.06	-8.24	3.98			
399	-0.3	0.5	29.2	-8.42	-5.64	999.95	-10.5	-10.01	1001.97		-2.08	-4.37	2.02			
400	-0.3	0.5	29.2	-8.42	-5.64	999.95	-10.5	-10.01	1001.97		-2.08	-4.37	2.02			
401	-0.3	0.5	29.2	-8.43	-5.64	999.95	-7.32	-8.3	1001		1.11	-2.66	1.05			
402	-0.3	0.5	29.2	-8.34	-5.66	999.95	-7.32	-8.3	1001		1.02	-2.64	1.05			
403	-0.3	0.5	29.2	-8.34	-5.66	999.95	-5.86	-4.88	1005.63		2.48	0.78	5.68			
404	-0.3	0.5	29.2	-8.34	-5.67	999.95	-15.38	-9.77	1000.51		-7.04	-4.1	0.56			
405	-0.3	0.5	29.2	-8.34	-5.67	999.95	-15.38	-9.77	1000.51		-7.04	-4.1	0.56			
406	-0.3	0.5	29.2	-8.34	-5.67	999.95	-11.72	-4.15	1006.61		-3.38	1.52	6.66			
407	-0.3	0.5	29.2	-8.36	-5.62	999.95	-6.59	-6.84	1005.39		1.77	-1.22	5.44			
408	-0.3	0.5	29.2	-8.41	-5.64	999.95	-6.59	-6.84	1005.39		1.82	-1.2	5.44			
409	-0.3	0.5	29.2	-8.49	-5.58	999.95	-9.52	-9.77	1009.3		-1.03	-4.19	9.35			
410	-0.3	0.5	29.2	-8.49	-5.58	999.95	-9.52	-9.77	1009.3		-1.03	-4.19	9.35			
411	-0.3	0.5	29.2	-8.49	-5.58	999.95	-12.21	-5.13	1004.41		-3.72	0.45	4.46			
412	-0.3	0.5	29.2	-8.45	-5.58	999.95	-8.79	-6.84	1003.44		-0.34	-1.26	3.49			
413	-0.3	0.5	29.2	-8.45	-5.58	999.95	-8.79	-6.84	1003.44		-0.34	-1.26	3.49			
414	-0.3	0.5	29.2	-8.48	-5.51	999.95	-8.06	-6.84	1004.9		0.42	-1.33	4.95			
415	-0.3	0.5	29.2	-8.55	-5.4	999.95	-6.59	-3.17	1002.46		1.96	2.23	2.51			
416	-0.3	0.5	29.2	-8.55	-5.4	999.95	-6.59	-3.17	1002.46		1.96	2.23	2.51			
417	-0.3	0.5	29.2	-8.52	-5.5	999.95	-10.5	-5.37	1001.73		-1.98	0.13	1.78			
418	-0.3	0.5	29.2	-8.52	-5.5	999.95	-10.5	-5.37	1001.73		-1.98	0.13	1.78			
419	-0.3	0.5	29.2	-8.52	-5.5	999.95	-11.72	-3.42	1004.66		-3.2	2.08	4.71			
420	-0.3	0.5	29.2	-8.51	-5.5	999.95	-8.3	-6.1	1005.88		0.21	-0.6	5.93			
421	-0.3	0.5	29.2	-8.46	-5.46	999.95	-8.3	-6.1	1005.88		0.16	-0.64	5.93			
422	-0.3	0.5	29.2	-8.46	-5.46	999.95	-9.28	-2.69	1005.39		-0.82	2.77	5.44			
423	-0.3	0.5	29.2	-8.41	-5.47	999.95	-10.5	-8.3	1006.61		-2.09	-2.83	6.66			
424	-0.3	0.5	29.2	-8.41	-5.47	999.95	-10.5	-8.3	1006.61		-2.09	-2.83	6.66			
425	-0.3	0.5	29.2	-8.41	-5.55	999.95	-8.3	-8.79	1005.39		0.11	-3.24	5.44			
426	-0.3	0.5	29.2	-8.34	-5.58	999.95	-8.3	-8.79	1005.39		0.04	-3.21	5.44			
427	-0.3	0.5	29.2	-8.34	-5.58	999.95	-5.13	-8.06	1007.59		3.21	-2.48	7.64			
428	-0.3	0.5	29.3	-8.38	-5.63	999.95	-7.81	-7.57	999.53		0.57	-1.94	-0.42			
429	-0.3	0.5	29.3	-8.38	-5.63	999.95	-7.81	-7.57	999.53		0.57	-1.94	-0.42			
430	-0.3	0.5	29.3	-8.38	-5.63	999.95	-6.1	-8.3	1006.37		2.28	-2.67	6.42			
431	-0.3	0.5	29.2	-8.39	-5.6	999.95	-6.84	-2.69	1001.73		1.55	2.91	1.78			
432	-0.3	0.5	29.2	-8.32	-5.63	999.95	-6.84	-2.69	1001.73		1.48	2.94	1.78			
433	-0.3	0.5	29.2	-8.32	-5.63	999.95	-9.28	-2.2	1003.19		-0.96	3.43	3.24			
434	-0.3	0.5	29.2	-8.35	-5.52	999.95	-6.1	-8.3	999.29		2.25	-2.78	-0.66			
435	-0.3	0.5	29.2	-8.35	-5.52	999.95	-6.1	-8.3	999.29		2.25	-2.78	-0.66			
436	-0.3	0.5	29.2	-8.33	-5.5	999.95	-9.77	-5.37	1001.24		-1.44	0.13	1.29			
437	-0.3	0.5	29.2	-8.33	-5.5	999.95	-9.77	-5.37	1001.24		-1.44	0.13	1.29			
438	-0.3	0.5	29.2	-8.23	-5.45	999.95	-8.54	-8.54	1005.15		-0.31	-3.09	5.2			
439	-0.3	0.5	29.2	-8.26	-5.44	999.95	-12.7	-3.66	1005.15		-4.44	1.78	5.2			
440	-0.3	0.5	29.2	-8.26	-5.44	999.95	-12.7	-3.66	1005.15		-4.44	1.78	5.2			
441	-0.3	0.5	29.2	-8.26	-5.44	999.95	-3.42	-6.35	1007.1		4.84	-0.91	7.15			
442	-0.3	0.5	29.2	-8.21	-5.3	999.95	-8.3	3.66	1003.68		-0.09	8.96	3.73			
443	-0.3	0.5	29.2	-8.21	-5.3	999.95	-8.3	3.66	1003.68		-0.09	8.96	3.73			
444	-0.3	0.5	29.2	-8.22	-5.31	999.95	-6.1	-4.88	1005.15		2.12	0.43	5.2			
445	-0.3	0.5	29.2	-8.17	-5.31	999.95	-6.1	-4.88	1005.15		2.07	0.43	5.2			
446	-0.3	0.5	29.2	-8.17	-5.31	999.95	-11.47	-3.91	1004.66		-3.3	1.4	4.71			
447	-0.3	0.5	29.2	-8.24	-5.35	999.95	-11.72	-8.06	1002.71		-3.48	-2.71	2.76			
448	-0.3	0.5	29.2	-8.24	-5.35	999.95	-11.72	-8.06	1002.71		-3.48	-2.71	2.76			
449	-0.3	0.5	29.2	-8.24	-5.35	999.95	-7.08	-5.37	1006.12		1.16	-0.02	6.17			
450	-0.3	0.5	29.2	-8.12	-5.31	999.95	-6.84	-1.46	1003.44		1.28	3.85	3.49			
451	-0.3	0.5	29.2	-8.24	-5.39	999.95	-6.84	-1.46	1003.44		1.4	3.93	3.49			
452	-0.3	0.5	29.2	-8.28	-5.37	999.95	-10.01	-3.17	1003.44		-1.73	2.2	3.49			
453	-0.3	0.5	29.2	-8.28	-5.37	999.95	-10.01	-3.17	1003.44		-1.73	2.2	3.49			
454	-0.3	0.5	29.2	-8.28	-5.37	999.95	-3.42	-7.57	1004.17		4.86	-2.2	4.22			
455	-0.3	0.5	29.2	-8.25	-5.4	999.95	-8.54	-10.74	999.53		-0.29	-5.34	-0.42			
456	-0.3	0.5	29.2	-8.24	-5.34	999.95	-8.54	-10.74	999.53		-0.3	-5.4	-0.42			
457	-0.3	0.5	29.2	-8.24	-5.34	999.95	-13.67	-0.98	1000.51		-5.43	4.36	0.56			
458	-0.3	0.5	29.2	-8.3	-5.31	999.95	-10.5	-5.62	1004.9		-2.2	-0.31	4.95			
459	-0.3	0.5	29.2	-8.3	-5.31	999.95	-10.5	-5.62	1004.9		-2.2	-0.31	4.95			
460	-0.3	0.5	29.3	-8.31	-5.4	999.95	-8.54	-3.17	999.78		-0.23	2.23	-0.17			
461	-0.3	0.5	29.3	-8.31	-5.4	999.95	-8.54	-3.17	999.78		-0.23	2.23	-0.17			
462	-0.3	0.5	29.3	-8.24	-5.41	999.95	-13.18	-5.86	1007.34		-4.94	-0.45	7.39			
463	-0.3	0.5	29.3	-8.39	-5.39	999.95	-6.84	1.71	1002.95		1.55	7.1	3			
464	-0.3	0.5	29.3	-8.39	-5.39	999.95	-6.84	1.71	1002.95		1.55	7.1	3			
465	-0.3	0.5	29.3	-8.39	-5.39	999.95	-14.16	-4.88	1007.34		-5.77	0.51	7.39			
466	-0.3	0.5	29.3	-8.39	-5.31	999.95	-10.01	-9.77	1003.44		-1.62	-4.46	3.49			
467	-0.3	0.5	29.3	-8.39	-5.31	999.95	-10.01	-9.77	1003.44		-1.62	-4.46	3.49			
468	-0.3	0.5	29.3	-8.29	-5.26	999.95	-9.77	-3.17	995.38		-1.48	2.09	-4.57			
469	-0.3	0.5	29.3	-8.3	-5.2	999.95	-9.77	-3.17	995.38		-1.47	2.03	-4.57			
470	-0.3	0.5	29.3	-8.3	-5.2	999.95	-12.45	0.73	1008.56		-4.15	5.93	8.61			
471	-0.3	0.5	29.3	-8.36	-5.28	999.95	-10.01	-2.44	1006.12		-1.65	2.84	6.17			
472	-0.3	0.5	29.3	-8.36	-5.28	999.95	-10.01	-2.44	1006.12		-1.65	2.84	6.17			
473	-0.3	0.5	29.3	-8.36	-5.28	999.95	-9.77	1.22	1003.44		-1.41	6.5	3.49			
474	-0.3	0.5	29.3	-8.39	-5.22	999.95	-13.92	-11.72	1006.12		-5.53	-6.5	6.17			
475	-0.3	0.5	29.3	-8.47	-5.19	999.95	-13.92	-11.72	1006.12		-5.45	-6.53	6.17			
476	-0.3	0.5	29.3	-8.47	-5.19	999.95	-4.88	-3.17	1005.88		3.59	2.02	5.93			
477	-0.3	0.5	29.3	-8.5	-5.18	999.95	-8.06	-8.06	1007.59		0.44	-2.88	7.64			
478	-0.3	0.5	29.3	-8.5	-5.18	999.95	-8.06	-8.06	1007.59		0.44	-2.88	7.64			
479	-0.3	0.5	29.3	-8.48	-5.19	999.95	-4.39	-3.42	1004.41		4.09	1.77	4.46			
480	-0.3	0.5	29.3	-8.45	-5.16	999.95	-4.39	-3.42	1004.41		4.06	1.74	4.46			
481	-0.3	0.5	29.3	-8.45	-5.16	999.95	-8.79	-9.77	1009.3		-0.34	-4.61	9.35			
482	-0.3	0.5	29.3	-8.41	-5.14	999.95	-0.98	-5.13	1006.37		7.43	0.01	6.42			
483	-0.3	0.5	29.3	-8.41	-5.14	999.95	-0.98	-5.13	1006.37		7.43	0.01	6.42			
484	-0.3	0.5	29.3	-8.41	-5.14	999.95	-6.84	-6.1	1008.08		1.57	-0.96	8.13			
485	-0.3	0.5	29.3	-8.5	-5.22	999.95	-11.72	-5.62	1005.63		-3.22	-0.4	5.68			
486	-0.3	0.5	29.3	-8.44	-5.17	999.95	-11.72	-5.62	1005.63		-3.28	-0.45	5.68			
487	-0.3	0.5	29.3	-8.37	-4.99	999.95	-11.72	-1.71	1006.12		-3.35	3.28	6.17			
488	-0.3	0.5	29.3	-8.37	-4.99	999.95	-11.72	-1.71	1006.12		-3.35	3.28	6.17			
489	-0.3	0.5	29.3	-8.37	-4.99	999.95	-14.16	-8.06	1002.46		-5.79	-3.07	2.51			
490	-0.3	0.5	29.3	-8.34	-5.05	999.95	-11.23	-7.57	1002.95		-2.89	-2.52	3			
491	-0.3	0.5	29.3	-8.34	-5.05	999.95	-11.23	-7.57	1002.95		-2.89	-2.52	3			
492	-0.3	0.5	29.3	-8.33	-4.94	999.95	-7.57	-3.17	1007.34		0.76	1.77	7.39			
493	-0.3	0.5	29.3	-8.27	-4.92	999.95	-7.57	-3.17	1007.34		0.7	1.75	7.39			
494	-0.3	0.5	29.3	-8.27	-4.92	999.95	-7.08	-4.39	1000.02		1.19	0.53	0.07			
495	-0.3	0.5	29.4	-8.3	-4.97	999.95	-5.86	-5.13	1009.05		2.44	-0.16	9.1			
496	-0.3	0.5	29.4	-8.3	-4.97	999.95	-5.86	-5.13	1009.05		2.44	-0.16	9.1			
497	-0.3	0.5	29.4	-8.3	-4.97	999.95	-6.35	-2.69	1002.95		1.95	2.28	3			
498	-0.3	0.5	29.3	-8.35	-5.11	999.95	-4.88	-5.13	1006.12		3.47	-0.02	6.17			
499	-0.3	0.5	29.3	-8.3	-5.08	999.95	-4.88	-5.13	1006.12		3.42	-0.05	6.17			
500	-0.3	0.5	29.3	-8.3	-5.08	999.95	-10.01	-2.93	1004.41		-1.71	2.15	4.46			
501	-0.3	0.5	29.3	-8.26	-4.84	999.95	-5.62	0	1002.95		2.64	4.84	3			
502	-0.3	0.5	29.3	-8.26	-4.84	999.95	-5.62	0	1002.95		2.64	4.84	3			
503	-0.3	0.5	29.3	-8.32	-4.79	999.95	-6.1	-2.2	1011.49		2.22	2.59	11.54			
504	-0.3	0.5	29.3	-8.32	-4.83	999.95	-6.1	-2.2	1011.49		2.22	2.63	11.54			
505	-0.3	0.5	29.3	-8.32	-4.83	999.95	-4.39	-6.1	1004.9		3.93	-1.27	4.95			
506	-0.3	0.5	29.3	-8.41	-4.87	999.95	-9.28	0.73	1002.46		-0.87	5.6	2.51			
507	-0.3	0.5	29.3	-8.41	-4.87	999.95	-9.28	0.73	1002.46		-0.87	5.6	2.51			
508	-0.3	0.5	29.3	-8.41	-4.87	999.95	-9.52	-6.59	1004.17		-1.11	-1.72	4.22			
509	-0.3	0.5	29.3	-8.34	-4.6	999.95	-14.4	-3.91	1002.22		-6.06	0.69	2.27			
510	-0.3	0.5	29.3	-8.32	-4.61	999.95	-14.4	-3.91	1002.22		-6.08	0.7	2.27			
511	-0.3	0.5	29.3	-8.29	-4.53	999.96	-11.23	-0.24	1001.97		-2.94	4.29	2.01			
512	-0.3	0.5	29.3	-8.29	-4.53	999.96	-11.23	-0.24	1001.97		-2.94	4.29	2.01			
513	-0.3	0.5	29.3	-8.29	-4.53	999.96	-11.23	-10.74	1008.08		-2.94	-6.21	8.12			
514	-0.3	0.5	29.3	-8.3	-4.51	999.96	-13.92	-7.08	1003.93		-5.62	-2.57	3.97			
515	-0.3	0.5	29.3	-8.3	-4.51	999.96	-13.92	-7.08	1003.93		-5.62	-2.57	3.97			
516	-0.3	0.5	29.3	-8.3	-4.48	999.96	-10.99	-4.15	1002.71		-2.69	0.33	2.75			
517	-0.2	0.5	29.3	-8.31	-4.32	999.96	-10.01	0.73	1008.08		-1.7	5.05	8.12			
